comment,True_Label,Predict
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Be nha minh rat thich!,5,5
"Đặt sọc đỏ bã trầu, Shop lại giao sọc đỏ trắng.",3,3
Thái độ lại khách hàng khi ib hỏi.,2,2
Thời gian giao hàng rất nhanh.,4,5
Ko phát ra tiếng Chất lượng sản phẩm rất kém.,1,1
"Giao hàng k đúng nt k thèm tl, k dám mua lần thứ 2.",1,1
"Chất vải mịn nhưng mặc nóng vì kg có cotton, chất lượng tương đương giá tiền.",2,2
Lần đầu mua quần áo trên shopee mà ưng như v luôn.,5,5
Giao hàng chậm.,1,1
"Áo đẹp mê luôn nè, Chất siêu siêu đẹp, phải nói là đẹp ko có j đẹp bằng luôn chứ moa moa😘.Giao hàng nhanh nx ms đặt tối hôn thứ 5 mà thứ 7 đã nhận đc rồi nè mặc dù là mk ở Hà Nội chứ 😘😍.",5,5
Có gửi lại tiền hàng hết nhưng khách nhắn tin không rep lại.,1,1
Giao hàng quá nhanh luôn ạ.,4,5
Sản phẩm rất ưng ý.shop phục vụ nhiệt tình.,4,5
Chất lượng sản phẩm tạm dc.,3,3
Đúng hàng loại 1 có khác từ cách đóng gói đến chất lượng sản phẩm quá tốt.,5,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,5,5
Chất lượng sản phẩm tạm được Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh.,4,4
Giao hàng rất nhanh.,3,5
Hơi quá khổ với mình nên nhìn mập.,2,2
Rất đáng tiền.,5,5
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Đóng gói sản phẩm rất đẹp và chắc chắn.,4,5
Phần cúc áo bị co rúm.,2,2
Mình đặt 2 kiểu này đâu phải 2 kiểu bạn giao.,1,1
Mua thẻ nhớ ntn.,3,3
Giao hàng siêu siêu nhanh!,5,5
Tuy nhiên shop ghi fz cho ai tới 60kg thì k phải nha.,3,3
Cảm ơn shop nhé.,4,5
Hàng đẹp.Mình rất thích.,3,5
chất liệu dày dặn.,4,4
❤️❤️❤️❤️❤️❤️.,5,5
Nhưng mình rất hài lòng nha 😚😚.,5,5
K đặt cơm cháy nhưnh vẫn gửi và gửi tjieeus 1 cân.,1,1
Quần xinh quá ah.,4,4
Size S mà hơi rộng so với người em.,2,2
Mà hàng mẫu kem ..,1,1
Ok trong tầm giâ.,3,3
shop phục vụ nhiệt tình chu đáo.,3,5
"Sp rất ưng, giao hàng nhanh.",5,5
Ưng ý hơn mình tưởng tượng.,5,5
Chỉ có một lớp vải kaki mỏng với 1 lớp vải dù bên trong.,2,2
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,5,5
"Chất lượng sản phẩm tốt, Thời gian giao hàng rất nhanh.",5,5
Đủ số lượng.,4,4
Thất vọng kinh khủng.,1,1
Váy đẹp..như hình..chị chủ shop vô cùng nhiệt tình dễ thương..😍😍.,5,5
giao hàng nhanh.,5,5
Tiền sao hàng vậy.,1,1
"Quần ko hề giống hình, trc h mua shopee chưa bh bị như vậy.",1,1
Mình đổi hàng mà hơn 10 ngày rồi vẫn chưa nhận dc hàng ...!!!,1,1
Nhưng nhà hàng làm việc rất chán.,2,2
Chất vải chấp nhận được nhưng hơi ngắn.,3,3
Shop phục vụ không nhiệt tình.,2,5
"Chất lượng tuyệt vời, đóng gói rất đẹp, đáng đồng tiền.",5,5
Sản phẩm đẹp.,4,5
Áo giống hình nhưng chất vải là phi bóng.,4,4
"Chất lượng sản phẩm tuyệt vời-' vải đẹp,giá rẻ Thời gian giao hàng rất nhanh.",5,5
hang thay gom ko dam ghe shop mua lan sau luon.,1,1
"Mình đặt hàng của shop lần này là lần thứ 2, và giày giống hình ok, có mỗi điều là lần này giày hơi bị rộng chút.",4,4
Đã nhận hàng nhưng chất lượng sản phẩm quá kém.,1,1
Chất lượng sản phẩm tuyệt vời .👌🏻.,5,5
Thích shop r😙😙😙😙.,4,5
Khăn đẹp xịn mịn 😎.,4,4
Form đẹp.,4,5
Quần màu da thun phía trước ko đẹp như quần đen.,3,3
Giao hàng nhanh.,4,5
Chất vải bình thường.,3,3
Hàng ok đẹp bó sát thoải mái.,3,3
Chất lượng tạm được.,4,3
Chán.,1,1
Cho 3 sao.,3,5
Đẹp và chất lượng:)) mơn shop nhiều tuy size L hơi rộng quá :v nhưng nói chung tốt.,5,5
"Đặt màu đen giao nhầm màu nâu, nhưng vẫn rất hài lòng vì áo len rất đẹp, chất vải cực thích.",4,4
"rất ưng ý mẫu mã, chất liệu.",4,4
Sản phẩm rất đẹp y như hình.,4,4
"Hàng đẹp , chất lượng tốt , đóng gói cẩn thận.",5,5
"Hoa văn xinh vãi luôn, cảm giác ko già tí nào.",5,5
Chất lượng sản phẩm tuyệt vời Vừa xinh với mình.,5,5
Mặc rất OK.,4,4
Chất lượng sản phẩm trên cả tuyệt vời😍 rất mê luôn....,5,5
"Chất lượng sản phẩm tuyệt vời,rất ưng ý cho 5*..:)) Chúc shop làm ăn phát đạt:)).",5,5
"Áo lỗi thì chủ hứa đổi xong nt ko thèm xem, k thèm trả lời.",1,1
Tiền mất mà xài k ra gì màng hình mờ mau k rõ cài đặc k vào.,1,1
"Vải đẹp, dáng y hình.",5,5
Rất hài lòg về sp.,5,5
Chất vải đẹp và mát lắm ạ.,4,4
hàng đúng chính hãng lun!,4,4
Đóng gói sản phẩm chắc chắn.,3,5
Ko mát như shop tư vấn.,3,3
"Cực kì hài lòng với giá tiền và chất lượng , giá rẻ bất ngờ nhưng đã check chuẩn hàng auth 100% .",5,5
Vải mỏng mát.,3,3
Chất lượng sản phẩm tuyệt vời áo đẹp giao đung mau Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,5,5
Chất lượng sản phẩm tuyệt vời.,5,5
Vải tạm dc nhưng bị lũng lỗ và dơ nữa :((.,1,1
Mọi ng yên tâm đặt hàng nhé.,4,4
Rất đáng tiền Thời gian giao hàng rất nhanh.,5,5
"Chất lượng sản phẩm tuyệt vời, có điều em hơi lùn mặc vào nhìn càng lùn dữ =))).",5,3
Hàng wá đẹp nha shop...Chất lượng sản phẩm tuyệt vời...,5,5
"Đường chỉ k đc đẹp, nhưng sản phẩm đẹp.",4,4
Cotton len mềm mịn mát tay!,4,4
"Chủ shop rất nhiệt tình tư vấn, nên đây là đơn đặt hàng thứ 2 của tôi ngay khi tôi nhận hàng lần1.",5,5
49kg lay size L ma mac k vua ao nho qua.,4,4
Giải quyết nhanh gọn.,3,3
Chất lượng sản phẩm tuyệt vời.,5,5
Ưng quáaaaa.,5,5
Bị rộng hơn 1 size nên mua nhỏ hơn size bình thường.,3,3
"Dính keo 502 lốm đốm, hình dán ngược, nhưng chấp nhận đc Shop phục vụ rất tốt.",4,4
Sp tương đối ok so với giá cả.,4,4
"Khá là khó chịu khi đã có ghi trước khi đi gọi trước để check địa điểm, bên giao hàng đã gọi nhưg KH khôg nhận được cuộc gọi đó, vẫn đến giao và bấm chuôg nhà inh ỏi, có nghĩ nếu KH ko có nhà sẽ phiền đến nhữg người xug quanh, nếu tôi khôg nhận duoc bạn lại mất côg đi.",1,1
Chất lượng sản phẩm tuyệt vời.,5,5
"Vai áo hơi ngắn, còn lại thì OK.",4,4
"Áo vàng choét, quần lại đen.",3,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh❤️ vải rất đẹp và xinh.,5,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn nhưng cổ hơn rộng một chút.,5,5
Váy đẹp mặc rất chim ưng.,5,5
"Đóng gói sản phẩm chắc chắn, ghỡ ko ra luôn!!!",3,3
"Quần bé so với lời ghi trên quảng cáo của shop, Chất lượng sản phẩm tốt.",4,4
đặt 2c và thanh toán tiền 2c nhưng khi mở ra thì có 1c.,1,1
Đẹp.,5,5
"Chất lượng sản phẩm tốt, đóng gói sản phẩm ok, giao hàng chậm.",4,4
It fits perfectly.,5,5
"Mình đặt 5 áo mà shop giao có 3 áo mà tổng tiền vẫn là trả cho 5 áo, nhưng mong shop không hỗ trợ nhiệt để hoàn tiền cho mình vì shop có thể chuyển khoản lại cho mình mà shop không làm.",1,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Chân váy k co giãn mấy.,3,3
Chất lượng sản phẩm tuyệt vời.,5,5
Chị gọi cho em cả 10 cuộc bảo ra bưu điện lấy hộ chị hàng.,1,1
Vải hơn cứng.,2,2
"Vải xấu tệ, mặc ko vừa size muốn đổi hàng mà nt shop ko trả lời.",1,1
Giao sai màu nt Shop kh trả lời luôn.,1,1
Áo form rộng nên mọi ng đặt thì giảm xuống 1 sz.,3,3
KEY kích hoạt online trên web cua Microsoft được. shop uy tín.,5,5
Nói chung hài lòng.,3,5
Sẽ ủng hộ shop dài dài.,4,5
Hài lòng với những sp nội địa Trung từ shop.,5,5
Dam i nhu hinh.,3,3
Thời gian giao hàng nhanh.,5,5
Chất vãi tuyệt vời so với giá .,5,5
"Chất lượng sản phẩm tuyệt vời, Rất đáng tiền, 5 sao cho shop.",5,5
Giao sai mẫu hết trơn à.,1,1
Sẽ ủng hộ shop dài dài.,5,5
Áo đẹp.,4,5
"Hàng y hình, rất tốt.",5,5
ÁO MÀU TRẮNG NÀO CŨNG CÓ VẾT BẨN GIĂT K SẠCH.,1,1
Chất lượng sản phẩm tuyệt vời.,5,5
Lai quần dễ bị giản.,2,2
Size nhỏ quá...còn cạp quần thì quá cao luôn 😂.,3,3
"Vải ok nhưng lót ngực hơi mỏng, đường may OK.",3,3
Chất lượng sp so với giá ổn nha shop!,5,5
yêu cầu ad luyện chữ đẹp hơn °)).,3,3
Hàng rất giống hình .. mềm .. rất đẹp .. đáng tiền .,5,5
Giao hàng hơi lâu nhưng váy ổn!!!,4,4
Rẻ và đẹp.,4,5
Áo đẹp nhưng dáng freesize nên hơi rộng.,3,3
Áo bị thủng 1 lỗ -_-.,3,3
"Mình vừa nhận sim hôm qua, lắp máy xong đã thấy báo gia hạn thành công, bạn còn 11 tháng sử dụng.",4,4
Chất lượng sản phẩm rất kém không giống hình.,1,1
"Len vừa phải, mềm, form lên cũng đẹp.",5,5
Nói chung là sản phẩm tốt vượt mong đợi.,5,5
Hàng tốt.,3,5
Mặc rất ok.,5,4
Đóng gói sản phẩm rất đẹp và chắc chắn. 55kg mặc vừa nên nếu bạn nào có bầu từ 4m nên chọn size lớn hơn.,4,4
"Sản phẩm tốt, sẽ tiếp tục ủng hộ shop.",4,5
Có đệm ko khí cảm thấy khá êm.,4,4
Đóng giữ sp đẹp.,4,5
Nếu có dịp sẽ hợp tác vs shop tiếp ạ.,4,4
Mình m6 52 kg.,2,2
Hay tại shop hết size 1.,1,1
Giờ chỉ trung thành với dòng son này.,5,5
>< còn lại quá ok!,5,5
Chất lượng sản phẩm tạm được.,2,3
Nói chung là tệ hại.,1,5
Đường máy cạp hơi xấu vs lại bị rộng eo quá ~~~.,2,2
Chất lượng sản phẩm tuyệt vời.,5,5
"Màu đậm hơn so vs ảnh nhưng chất vải rất mát, mềm, nhẹ Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất rất nhanh.",5,5
Đẹp hơn giá tiền phải bỏ ra...nhưng rộng quá huhu!,4,4
Shop vui vẻ nhiệt tình và rất dễ thương.,5,5
Xấu ngoài sự tưởng tượng!!!!!,1,1
"Gửi sai hàng, nhắn tin mấy lần ko hề phản hồi.",1,1
"Lúc mới mở ra nhìn quả to bè k ưng mắt cơ mà mặc lên đẹp và rất ôm, rất thoải mái nữa.. cảm ơn shop.",5,5
Em cảm ơn shop!,5,5
Thấm hút tốt.,4,4
Quần cũng ok đẹp.,4,4
Chat luong kem khan mong dung la lua dao mua mot lan ko co lan 2.,1,1
Chất lượng sản phẩm tuyệt vời.,5,5
Thích lắm luôn đó shop ơi.,5,5
Chất vải mặc rất mềm và mát mỗi tội chát thì shop k trả lời tin nhắn thôi nhưng mà Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,4,4
shop nhiệt tình.,4,5
Giờ về ko có phần đề nới ra.,3,3
"Áo đẹp ,vải mềm mịn , chủ shop nhiệt tình.",4,4
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Nên bụng vẫn bự chứ ko đc thu nhỏ như những loại quần có công dụng tương tự.,3,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. có điều các bn nữ ốm quá cũng ko nên mua vì from nó rộng lắm với áo bị rách một * lỗ nhỏ.,3,3
Đẹp lắm.,5,5
Có điều đóng gói sp khi nhận lại bị rách để lộ bên trong.. 😊.,4,4
"Chất lượng sản phẩm tuyệt vời, chất quá đẹp so với giá luôn nha, shop phục vụ nhiệt tình yêu lắm luôn.",5,5
😂.,5,5
Giao hàng rất nhanh.,4,5
Chất vải đẹp.,4,5
"Ko giống hình, vải cứng.",2,2
Vải mềm co giãn tốt chỉ tội là o có túi trc.,3,3
tạm thôi... hoàn thiện ko tốt lắm... còn phần thừa k gọt hết.,2,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,5,5
Lần nào nhận hàng cũng thấy ok.,5,5
Và đg mua lần 3 tại shop này.,4,4
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn nhưng không thấy hộp Vans.,5,5
"Giày đẹp lắm, mình sẽ tiếp tục ủng hộ shop.",5,5
Tuy k đúng màu mình chọn Shop đã cho hoàn trả hàng.,5,5
Tư vấn rất nhiệt tình.,5,5
Hơi rộng nhưng vẫn ok.,4,3
Mình mặc quả là thảm hoạ 😭😭.,1,1
"Hàng đúng đẹp luôn, rất hài lòng.",5,5
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh.,5,5
M báo lấy xxxl gửi cho m có xxl.,2,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,5,5
đẹp. se ưng hô.,5,5
Váy đẹp nhưng shop tư vấn nhầm size.,3,3
Quần ok.,3,4
Thời gian giao hàng rất nhanh.,4,5
Nhất định sẽ ủng hộ dài dài.,4,5
Sản phẩm ổn so với giá tiền.,4,4
Mình nhận được hàng rất nhanh.,4,5
"Áo vải cực đẹp,đúng như hình và shop tư vấn nhiệt tình...cám ơn !!!",5,5
Đây là chảo sơn nha mn.,3,3
Đóng gói và giao sản phẩm nhanh.,4,5
Shipper đt mình ra nhận quà mà nghe giật mình. 😄.,5,5
Chat luong san pham tuyet voi.,5,5
"đàn đẹp, giao hàng đủ nhưng shop chưa phục vụ tốt lắm nhắn tin nhiều nhưng ko rep lại, shop lưu ý nhé.",3,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền.,5,5
Chất lượng sản phẩm tốt.,5,5
Chất lượng sản phẩm tuyệt vời.,5,5
tạm.,4,3
"Vải mát, mặc thích cực hehe.",4,4
Mùi gỗ hơ kì nhưng khá dễ chịu.,3,3
Vải đẹp nhưng mình lấy size M mà vẫn rộng :'( Đi bóp lại để mặc cả sau sinh thui...,3,3
Quá thất vọng.,1,1
Chất lượng sản phẩm tuyệt vời .size to rộng rãi chứ không bé tí như shop khác .,5,5
Giày đẹp.,4,5
Nên giao vậy.,1,1
"Vải co giãn tốt, form ok nhưng hơi nhiều chỉ thừa.",3,3
Chất lượng sp hợp với giá tiền !,5,5
Shop có giao lộn nhưng đã có gửi lại và kèm theo quà tặng+trả lại tiền ship nữa.,5,5
Shop bán hàng có tâm.,4,5
Chất lượng sản phẩm tuyệt vời.,5,5
Quá dở.,1,1
hơi nhăn but mặc lên vẫn đẹppp.,3,3
Để mình xem nếu có mình đặt 1 cái.,5,5
Hê hê.,3,5
Chất xấu dã man.,1,1
Rat tuyet voi.,5,5
Mình phải đổi lại.,1,1
Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền.,1,1
Giao hàng hơi lâu.,2,3
"Màu rất yêu, không bị bột, uống nước không rây ra cốc💋.",4,4
Chất Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
"Tất len đẹp lắm shop cứ tưởng chân mình to k vừa nhưng đi thử thấy vừa in đên mắt cá chân, giao hàng nhanh đóng gói chắc chắn.",4,4
"Rất hài lòng, màu đẹp như hình, chất mềm mịn.",5,5
"Túi giống như mô tả, chất túi mềm mịn, đường may chắc chắn, điểm trừ duy nhất là shop gửi sai màu cho mình.",4,4
Moi ng ug ho shop nay nhe.,5,5
Màu ko trắng mà là màu kem !,3,3
Màu trắng ngà chứ ko phải trắng sáng như hình.,2,2
Shop phục vụ rất tốt.,5,5
Sản phẩm chụp và hình ảnh nhận khác nhau 1 teoi 1 vuc ko đáng mua.,1,1
Chất vải hơi nóng.,2,3
Đầm qá.,3,3
Dùng làm che kd môi thì ok nhưng che các chỗ khác thì k đc so với giá nvay là ok r Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh.,4,4
toàn so với hình.,5,5
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Chỉ mỗi tội giao hàng chậm quá.nhung vẫn cho 5sao.,5,5
Thời gian giao hàng rất nhanh.,4,5
Shop chăm sóc khách hàng rất chu đáo.,5,5
Chất lượng sản phẩm tốt.,4,5
Rất đẹp!,5,5
Hình ảnh không rõ nét lắm.,3,3
Đc tặng gói bông vừa mềm vừa dễ thương thích qá.,4,4
Mặc ok lắm chị em ạ!,5,5
"Áo nhìn cũng được nhưng cái nơ ở cổ không đẹp cho lắm, còn lại là đẹp.",4,4
Đẹp.mặc thoải mái.mát.giao hàng rất nhanh.có 6 sao được cho cả 6.,4,4
Mình mặc szie S con rộng á vậy mà gửi cho mình tặng 3 szie.,3,3
"Đã mua đến lần thứ ba rồi, khô gà của shop ăn ngon.",5,5
Hơi to b ạ.,2,2
Chủ shop tư vấn nhiệt tình và siêu dễ thương.,5,5
Đẹp..,4,5
Hang dep lam shop.,4,3
Áo rất cute chất vải tuyệt vời cám ơn ạ 😍.,5,5
Đường may quá xấu.,1,2
Chất lượng sản phẩm tạm được.,4,3
"Đường may kém, dễ sút chỉ.",2,2
❤️.,5,5
Thời gian giao hàng rất nhanh.,4,5
Chất lượng sản phẩm tuyệt vời.,4,5
màu hơi vàng chứ ko phải trắng.,3,3
áo i hình .vải hơi mỏng.,2,2
"mạnh, số 1 dùng tay giữ mũi ko được Chất lượng sản phẩm tuyệt vời.",5,5
Rất đẹp.,5,5
Vải đẹp nha.,4,5
Áo nhỏ.,3,1
Kiểu dáng giống với hình nhưng vải xấu.,2,2
Áo đẹp rất hài lòng Thời gian giao hàng rất nhanh.,5,5
"Giao nhầm size, nhưng chất lượng sản phẩm tốt.",4,4
Rất tuyệt vời 😘😬😬.,5,5
áo xinh ạ.,4,4
Nói chung vừa í.,5,5
Chất luong ngàn sao luôn.,5,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn!,5,5
"Vải đẹp, giá ok.",5,5
"Lúc đầu thích màu cam nhưng phân loại báo hết nên mình đặt xanh, ko ngờ khi nhận hàng lại nhận đc bộ màu cam, cảm thấy thích lắm, áo thun mát lạnh quần thô siêu nhẹ đáng 5*.",5,5
Mỗi cái e mặc hơi rộng kích.,2,2
"Đóng gói sản phẩm rất đẹp , vải thì hơi mỏng.",3,3
"Đuong may ẩu, màu tối.",2,2
Khi muốn đổi hàng shop rất nhiệt tình tư vấn.,4,4
"Cảm thấy hơi tiếc khi đã mua trước khá nhiều, giá rẻ hơn 1/2 mà chat luong so vơi nhau ko khác :).",5,5
Shop phục vụ rất tốt.,5,5
Nếu có 0* chắc chắn mình sẽ lựa k sao nào luôn rồi .,1,1
Xức sắc luôn mấy bồ ơi 😎😎.,5,5
Shop phục vui vẻ tận tình.,4,4
Vải mỏng.,3,2
Đẹp hơn tưỡng tượng Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,5,5
1goi 300 sao mỏng quá k biết có đúng k.,3,3
Quá ưng luôn ạ mà giá cả lại hợp lí Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,5,5
Áo hơi mỏng nhưng đẹp y hình.,4,4
Toi thich san pham.,5,5
"Áo siêu đẹp, lại còn đc tặng thêm vòng mèo may mắn nữa :v.",5,5
Giao lâu.,2,1
hàng hoá chất lượng tốt. sp đúng như mô tả.,5,5
Shop giao mã thẻ nhanh.,5,5
Shop phục vụ tốt mua k bik bao nhiêu lần.,5,5
"Chất lượng áo mềm, sờ thích Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.",5,5
Áo đẹp lắm shop ❤️.,5,5
Dù quà nhỏ nhưng vui. :).,5,5
Chat đẹp và sp như hình.,4,4
Quần chất đẹp lắmmm luônnn.,4,4
"Thời gian giao hàng rất nhanh, chất lượng ổn so với giá tiền.",4,4
Sẽ ủng hộ!,3,5
Đóng gói gửi cho khách cần cần thận và đẹp hơn.,4,5
Sẽ tiếp tục ủng hộ shop.,5,5
Vải dễ nhăn.,2,3
Mềm mại cho da bé.,5,5
Nhất đinh Sẽ ủng hộ shop thường.,4,5
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền.,5,5
Shop giao hàng siêu nhanh.,4,4
Sản phẩm thì chất lượng tốt. 5 sao thôi.,5,5
Chất lượng tốt.,5,5
Rất ưngggg.,5,5
Áo quá rộng.Chất lượng sản phẩm tạm được.,3,3
Kiểu dáng đẹp.,4,4
Vải k đẹp.,1,1
Chất lượng sản phẩm tuyệt vời!,5,5
Shop chuyển hàng nhanh.,4,5
"Giao hàng chậm , giao không đúng màu.",1,1
"Hàng hơi mỏng, cũng tạm.",3,3
Sẽ ủng hộ sh dài dài 😊.,5,5
K co dãn.,2,2
Bát hơi nhỏ.,3,3
"Chất lượng sản phẩm tuyệt vời, Thời gian giao hàng rất nhanh, giá hời.",5,5
"Ok, nhưng thích tay áo sọc ngang cùng chiều vs thân hơn là dọc.",4,4
Chất lượng sản phẩm tuyệt vời. 👍.,5,5
Mua shop này tiền mất áo k mặc dc 🙃🙃.,1,1
Hàng đóng gói không đẹp.,2,5
ÁO quá đẹp.,4,5
Giao hàng nhanh.,3,5
Mũ ủ tóc đẹp.,4,4
"Tuy vải hơn thô, dây giữ máy tính không co giãn được nhưng balo lớn, chứa được nhiều đồ, màu đẹp, shop tâm lý, pin dự phòng rất ok!!",4,4
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Shop phục vụ rất tốt.,5,5
Chi tiết màu đen bị ra màu rất nhiều khi giặt.,2,2
Sản phẩm rất đẹp và vừa ý.,4,5
"Giao hàng nhanh, chất lượng ok.",4,4
Shop bao hàng cẩn thận đợt sau nhé :).,3,3
Rất đáng tiền.,3,5
"Giao hang rat nhanh, se ung ho shop lau dai.",5,5
Dóng gói đẹp giao hàng nhanh nhưng áo hơi rộng.,4,4
Vải hơi thô nhưng không sao đẹp chất lượng ok.,4,4
Chất ok nhưng quần rộng quá không giống hình :(.,4,4
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Áo chất ổn đáng giá tiền. 😊😊😊😊.,4,4
"Váy dễ thương, ảnh do mẹ mình chụp nên ko được đẹp lắm mong shop thông cảm =)).",5,5
"Chất lượng sản phẩm tuyệt vời, rất đáng tiền, vải và form siêu đẹp.",5,5
Vãi ko giống trong hình.,3,2
Cực mát và thấm mồ hôi mặc rất êm nữa.,5,5
Sẽ mua tiếp của shop lần nữa <3.,5,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn .,5,5
Áo đẹp khỏi chê vào đâu lun <3 Cj shop tư vấn nhiệt tình lm ak.,5,5
Chất lượng sản phẩm tốt .,5,5
Giao hàng lâu.,3,5
Lần thứ 2 mua hàng của shop vẫn ưng.,5,5
Ai mua nên cân nhắc hơn.,3,3
Thẻ ko nạp được.,1,1
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,5,5
Tạm đc vải đẹp nhưng ko giống hình.,4,4
"Chất vải đẹp, ấm mùa đông, mát về mùa hè, đường may chắc chắn.",5,5
Cho shop n* luôn nha 💜.,5,5
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn , quần size hơi nhỏ , nếu rộng chút thì tuyệt vời.",5,5
Ko thể mặc được.,1,1
"Vải rất dày, đẹp.",5,5
Shop có thể đổi cho mình 1 cái size XL lấy size L đc không?,3,3
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,ccừ như may cho mình ý ,rất vừa ,sẽ ủng hộ tiếp.",5,5
"Đẹp, chất mềm mại mặc rất thích, chủ shop nhiệt tình Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.",5,5
Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,5,5
Sẽ ủng hộ các sp khác của shop nếu chất lượng và giá cả tốt nv.,5,5
Tay mjnh hơi nho so voi dong ho roi.,3,3
Mình không thích màu son và mùi lắm.,2,2
Ncl rất hài lòng.,5,5
Ưng ý mỗi cái kia.,4,4
"Thời gian giao hàng rất nhanh , nhưng chất quần không thích lắm , quần chất vải dù chứ không phải kaki.",3,3
Ko phù hợp với giá tiền.,2,2
Tks so much.,4,5
3 kim nhỏ mà có 1 kim nhỏ chạy khi bấm nút sparta ở reset.,5,5
"Hàng y như hình., sản phẩm okey.",5,5
Cỡ người 70kg mặc vừa 😂.,3,3
Váy y hình!,5,5
Mới mặc 1 lần áo đã rách.,1,1
Vẫn vừa váy nhaaa.,5,5
Chất lượng sản phẩm rất kém vãi ra màu lẫn vào màu trắng giặc 1 lần là như đồ để lâu ngày k giặc vậy thấy gớm.,1,1
Cảm ơn shop.,5,5
"Chất vải dày dặn, mặc lên đẹp lắm luôn!",4,4
Chứ nhận hàng hết cả hồn ngâm xà bông chà mãi vẫn k sạch.,1,1
Vải ok.,4,5
Hàng giống hình nhưng vải mỏng và đường chỉ may không kĩ.,2,2
Màu đẹp.,4,5
"Rẻ mà tốt, vải mặc khá thích.",4,4
"Hàng ổn vs giá, chân mình hay đi 37 cảm giác đi giày này hơi khít chân, nên chọn size to hơn đi tất cho thoải mái ;)).",4,4
Tuy màu vàng k giống trong hình nhưng cũng được.,3,3
Không thể chấp nhận được.,1,3
